PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=372 ttl=63 time=21.2 ms
64 bytes from 10.0.2.22: icmp_seq=373 ttl=63 time=14.2 ms
64 bytes from 10.0.2.22: icmp_seq=374 ttl=63 time=16.2 ms
64 bytes from 10.0.2.22: icmp_seq=375 ttl=63 time=8.02 ms
64 bytes from 10.0.2.22: icmp_seq=376 ttl=63 time=10.5 ms
64 bytes from 10.0.2.22: icmp_seq=377 ttl=63 time=13.6 ms
64 bytes from 10.0.2.22: icmp_seq=378 ttl=63 time=15.3 ms
64 bytes from 10.0.2.22: icmp_seq=379 ttl=63 time=16.0 ms
64 bytes from 10.0.2.22: icmp_seq=380 ttl=63 time=17.3 ms
64 bytes from 10.0.2.22: icmp_seq=381 ttl=63 time=9.01 ms
64 bytes from 10.0.2.22: icmp_seq=382 ttl=63 time=11.5 ms
64 bytes from 10.0.2.22: icmp_seq=383 ttl=63 time=14.1 ms
64 bytes from 10.0.2.22: icmp_seq=384 ttl=63 time=15.0 ms
64 bytes from 10.0.2.22: icmp_seq=385 ttl=63 time=16.8 ms
64 bytes from 10.0.2.22: icmp_seq=386 ttl=63 time=19.4 ms
64 bytes from 10.0.2.22: icmp_seq=387 ttl=63 time=17.6 ms
64 bytes from 10.0.2.22: icmp_seq=388 ttl=63 time=11.2 ms
64 bytes from 10.0.2.22: icmp_seq=389 ttl=63 time=13.7 ms
64 bytes from 10.0.2.22: icmp_seq=390 ttl=63 time=15.7 ms
64 bytes from 10.0.2.22: icmp_seq=391 ttl=63 time=17.1 ms
64 bytes from 10.0.2.22: icmp_seq=392 ttl=63 time=19.1 ms
64 bytes from 10.0.2.22: icmp_seq=393 ttl=63 time=20.8 ms
64 bytes from 10.0.2.22: icmp_seq=394 ttl=63 time=17.7 ms
64 bytes from 10.0.2.22: icmp_seq=395 ttl=63 time=12.1 ms
64 bytes from 10.0.2.22: icmp_seq=396 ttl=63 time=13.7 ms
64 bytes from 10.0.2.22: icmp_seq=397 ttl=63 time=736 ms
64 bytes from 10.0.2.22: icmp_seq=398 ttl=63 time=767 ms
64 bytes from 10.0.2.22: icmp_seq=399 ttl=63 time=785 ms
64 bytes from 10.0.2.22: icmp_seq=400 ttl=63 time=756 ms
64 bytes from 10.0.2.22: icmp_seq=401 ttl=63 time=773 ms
64 bytes from 10.0.2.22: icmp_seq=402 ttl=63 time=791 ms
64 bytes from 10.0.2.22: icmp_seq=403 ttl=63 time=736 ms
64 bytes from 10.0.2.22: icmp_seq=404 ttl=63 time=758 ms
64 bytes from 10.0.2.22: icmp_seq=405 ttl=63 time=763 ms
64 bytes from 10.0.2.22: icmp_seq=406 ttl=63 time=760 ms
64 bytes from 10.0.2.22: icmp_seq=407 ttl=63 time=757 ms
64 bytes from 10.0.2.22: icmp_seq=408 ttl=63 time=754 ms
64 bytes from 10.0.2.22: icmp_seq=409 ttl=63 time=749 ms
64 bytes from 10.0.2.22: icmp_seq=410 ttl=63 time=756 ms
64 bytes from 10.0.2.22: icmp_seq=411 ttl=63 time=777 ms
64 bytes from 10.0.2.22: icmp_seq=412 ttl=63 time=750 ms
64 bytes from 10.0.2.22: icmp_seq=413 ttl=63 time=748 ms
64 bytes from 10.0.2.22: icmp_seq=414 ttl=63 time=768 ms
64 bytes from 10.0.2.22: icmp_seq=415 ttl=63 time=790 ms
64 bytes from 10.0.2.22: icmp_seq=416 ttl=63 time=774 ms
64 bytes from 10.0.2.22: icmp_seq=417 ttl=63 time=772 ms
64 bytes from 10.0.2.22: icmp_seq=418 ttl=63 time=768 ms
64 bytes from 10.0.2.22: icmp_seq=419 ttl=63 time=789 ms
64 bytes from 10.0.2.22: icmp_seq=420 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=421 ttl=63 time=794 ms
64 bytes from 10.0.2.22: icmp_seq=422 ttl=63 time=791 ms
64 bytes from 10.0.2.22: icmp_seq=423 ttl=63 time=788 ms
64 bytes from 10.0.2.22: icmp_seq=424 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=425 ttl=63 time=782 ms
64 bytes from 10.0.2.22: icmp_seq=426 ttl=63 time=793 ms
64 bytes from 10.0.2.22: icmp_seq=427 ttl=63 time=788 ms
64 bytes from 10.0.2.22: icmp_seq=428 ttl=63 time=786 ms
64 bytes from 10.0.2.22: icmp_seq=429 ttl=63 time=808 ms
64 bytes from 10.0.2.22: icmp_seq=430 ttl=63 time=806 ms
64 bytes from 10.0.2.22: icmp_seq=431 ttl=63 time=802 ms
64 bytes from 10.0.2.22: icmp_seq=432 ttl=63 time=791 ms
64 bytes from 10.0.2.22: icmp_seq=433 ttl=63 time=784 ms
64 bytes from 10.0.2.22: icmp_seq=434 ttl=63 time=807 ms
64 bytes from 10.0.2.22: icmp_seq=435 ttl=63 time=802 ms
64 bytes from 10.0.2.22: icmp_seq=436 ttl=63 time=799 ms
64 bytes from 10.0.2.22: icmp_seq=437 ttl=63 time=805 ms
64 bytes from 10.0.2.22: icmp_seq=438 ttl=63 time=820 ms
64 bytes from 10.0.2.22: icmp_seq=439 ttl=63 time=815 ms
64 bytes from 10.0.2.22: icmp_seq=440 ttl=63 time=813 ms
64 bytes from 10.0.2.22: icmp_seq=441 ttl=63 time=810 ms
64 bytes from 10.0.2.22: icmp_seq=442 ttl=63 time=817 ms
64 bytes from 10.0.2.22: icmp_seq=443 ttl=63 time=815 ms
64 bytes from 10.0.2.22: icmp_seq=444 ttl=63 time=809 ms
64 bytes from 10.0.2.22: icmp_seq=445 ttl=63 time=830 ms
64 bytes from 10.0.2.22: icmp_seq=446 ttl=63 time=827 ms
64 bytes from 10.0.2.22: icmp_seq=447 ttl=63 time=825 ms
64 bytes from 10.0.2.22: icmp_seq=448 ttl=63 time=810 ms
64 bytes from 10.0.2.22: icmp_seq=449 ttl=63 time=807 ms
64 bytes from 10.0.2.22: icmp_seq=450 ttl=63 time=803 ms
64 bytes from 10.0.2.22: icmp_seq=451 ttl=63 time=825 ms
64 bytes from 10.0.2.22: icmp_seq=452 ttl=63 time=821 ms
64 bytes from 10.0.2.22: icmp_seq=453 ttl=63 time=831 ms
64 bytes from 10.0.2.22: icmp_seq=454 ttl=63 time=853 ms
64 bytes from 10.0.2.22: icmp_seq=455 ttl=63 time=848 ms
64 bytes from 10.0.2.22: icmp_seq=456 ttl=63 time=822 ms
64 bytes from 10.0.2.22: icmp_seq=457 ttl=63 time=818 ms
64 bytes from 10.0.2.22: icmp_seq=458 ttl=63 time=845 ms
64 bytes from 10.0.2.22: icmp_seq=459 ttl=63 time=837 ms
64 bytes from 10.0.2.22: icmp_seq=460 ttl=63 time=837 ms
64 bytes from 10.0.2.22: icmp_seq=461 ttl=63 time=854 ms
64 bytes from 10.0.2.22: icmp_seq=463 ttl=63 time=847 ms
64 bytes from 10.0.2.22: icmp_seq=464 ttl=63 time=832 ms
64 bytes from 10.0.2.22: icmp_seq=465 ttl=63 time=829 ms
64 bytes from 10.0.2.22: icmp_seq=466 ttl=63 time=848 ms
64 bytes from 10.0.2.22: icmp_seq=467 ttl=63 time=846 ms
64 bytes from 10.0.2.22: icmp_seq=468 ttl=63 time=843 ms
64 bytes from 10.0.2.22: icmp_seq=469 ttl=63 time=876 ms
64 bytes from 10.0.2.22: icmp_seq=470 ttl=63 time=873 ms
64 bytes from 10.0.2.22: icmp_seq=471 ttl=63 time=868 ms
64 bytes from 10.0.2.22: icmp_seq=472 ttl=63 time=866 ms
64 bytes from 10.0.2.22: icmp_seq=473 ttl=63 time=863 ms
64 bytes from 10.0.2.22: icmp_seq=474 ttl=63 time=872 ms
64 bytes from 10.0.2.22: icmp_seq=475 ttl=63 time=869 ms
64 bytes from 10.0.2.22: icmp_seq=476 ttl=63 time=865 ms
64 bytes from 10.0.2.22: icmp_seq=477 ttl=63 time=861 ms
64 bytes from 10.0.2.22: icmp_seq=478 ttl=63 time=882 ms
64 bytes from 10.0.2.22: icmp_seq=479 ttl=63 time=878 ms
64 bytes from 10.0.2.22: icmp_seq=480 ttl=63 time=863 ms
64 bytes from 10.0.2.22: icmp_seq=481 ttl=63 time=860 ms
64 bytes from 10.0.2.22: icmp_seq=482 ttl=63 time=856 ms
64 bytes from 10.0.2.22: icmp_seq=483 ttl=63 time=878 ms
64 bytes from 10.0.2.22: icmp_seq=484 ttl=63 time=873 ms
64 bytes from 10.0.2.22: icmp_seq=485 ttl=63 time=858 ms
64 bytes from 10.0.2.22: icmp_seq=486 ttl=63 time=879 ms
64 bytes from 10.0.2.22: icmp_seq=487 ttl=63 time=851 ms
64 bytes from 10.0.2.22: icmp_seq=488 ttl=63 time=751 ms
64 bytes from 10.0.2.22: icmp_seq=489 ttl=63 time=651 ms
64 bytes from 10.0.2.22: icmp_seq=490 ttl=63 time=553 ms
64 bytes from 10.0.2.22: icmp_seq=491 ttl=63 time=453 ms
64 bytes from 10.0.2.22: icmp_seq=492 ttl=63 time=353 ms
64 bytes from 10.0.2.22: icmp_seq=493 ttl=63 time=253 ms
64 bytes from 10.0.2.22: icmp_seq=494 ttl=63 time=154 ms
64 bytes from 10.0.2.22: icmp_seq=495 ttl=63 time=54.7 ms
64 bytes from 10.0.2.22: icmp_seq=496 ttl=63 time=5.17 ms
64 bytes from 10.0.2.22: icmp_seq=497 ttl=63 time=7.30 ms
64 bytes from 10.0.2.22: icmp_seq=498 ttl=63 time=8.44 ms
64 bytes from 10.0.2.22: icmp_seq=499 ttl=63 time=8.85 ms
64 bytes from 10.0.2.22: icmp_seq=500 ttl=63 time=6.42 ms
64 bytes from 10.0.2.22: icmp_seq=501 ttl=63 time=7.56 ms
64 bytes from 10.0.2.22: icmp_seq=502 ttl=63 time=8.60 ms
64 bytes from 10.0.2.22: icmp_seq=503 ttl=63 time=7.25 ms
64 bytes from 10.0.2.22: icmp_seq=504 ttl=63 time=10.5 ms
64 bytes from 10.0.2.22: icmp_seq=505 ttl=63 time=6.56 ms
64 bytes from 10.0.2.22: icmp_seq=506 ttl=63 time=11.3 ms
64 bytes from 10.0.2.22: icmp_seq=507 ttl=63 time=9.84 ms
64 bytes from 10.0.2.22: icmp_seq=508 ttl=63 time=5.92 ms
64 bytes from 10.0.2.22: icmp_seq=509 ttl=63 time=10.5 ms
64 bytes from 10.0.2.22: icmp_seq=510 ttl=63 time=5.18 ms
64 bytes from 10.0.2.22: icmp_seq=511 ttl=63 time=6.12 ms
64 bytes from 10.0.2.22: icmp_seq=512 ttl=63 time=8.85 ms
64 bytes from 10.0.2.22: icmp_seq=513 ttl=63 time=8.22 ms
64 bytes from 10.0.2.22: icmp_seq=514 ttl=63 time=6.47 ms
64 bytes from 10.0.2.22: icmp_seq=515 ttl=63 time=7.66 ms
64 bytes from 10.0.2.22: icmp_seq=516 ttl=63 time=7.60 ms
64 bytes from 10.0.2.22: icmp_seq=517 ttl=63 time=8.15 ms
64 bytes from 10.0.2.22: icmp_seq=518 ttl=63 time=7.45 ms
64 bytes from 10.0.2.22: icmp_seq=519 ttl=63 time=6.42 ms
64 bytes from 10.0.2.22: icmp_seq=520 ttl=63 time=5.70 ms
64 bytes from 10.0.2.22: icmp_seq=521 ttl=63 time=6.80 ms
64 bytes from 10.0.2.22: icmp_seq=522 ttl=63 time=8.13 ms
64 bytes from 10.0.2.22: icmp_seq=523 ttl=63 time=9.40 ms
64 bytes from 10.0.2.22: icmp_seq=524 ttl=63 time=9.28 ms
64 bytes from 10.0.2.22: icmp_seq=525 ttl=63 time=6.60 ms
64 bytes from 10.0.2.22: icmp_seq=526 ttl=63 time=8.22 ms
64 bytes from 10.0.2.22: icmp_seq=527 ttl=63 time=6.09 ms
64 bytes from 10.0.2.22: icmp_seq=528 ttl=63 time=7.69 ms
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=7.58 ms
64 bytes from 10.0.2.22: icmp_seq=530 ttl=63 time=10.1 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=7.12 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=5.88 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=8.09 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=5.55 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=8.45 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=8.04 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=6.70 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=7.86 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=8.42 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=6.05 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=8.17 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=7.45 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=6.82 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=8.19 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=8.80 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=4.10 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=6.49 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=5.47 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=6.23 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=5.10 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=4.92 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=7.67 ms
64 bytes from 10.0.2.22: icmp_seq=553 ttl=63 time=5.11 ms
64 bytes from 10.0.2.22: icmp_seq=554 ttl=63 time=5.97 ms
64 bytes from 10.0.2.22: icmp_seq=555 ttl=63 time=3.66 ms
64 bytes from 10.0.2.22: icmp_seq=556 ttl=63 time=6.56 ms
64 bytes from 10.0.2.22: icmp_seq=557 ttl=63 time=6.02 ms
64 bytes from 10.0.2.22: icmp_seq=558 ttl=63 time=7.52 ms
64 bytes from 10.0.2.22: icmp_seq=559 ttl=63 time=5.80 ms
64 bytes from 10.0.2.22: icmp_seq=560 ttl=63 time=10.4 ms
64 bytes from 10.0.2.22: icmp_seq=561 ttl=63 time=11.8 ms
64 bytes from 10.0.2.22: icmp_seq=562 ttl=63 time=6.58 ms
64 bytes from 10.0.2.22: icmp_seq=563 ttl=63 time=8.92 ms
64 bytes from 10.0.2.22: icmp_seq=564 ttl=63 time=16.1 ms
64 bytes from 10.0.2.22: icmp_seq=565 ttl=63 time=9.90 ms
64 bytes from 10.0.2.22: icmp_seq=566 ttl=63 time=14.9 ms
64 bytes from 10.0.2.22: icmp_seq=567 ttl=63 time=14.7 ms
64 bytes from 10.0.2.22: icmp_seq=568 ttl=63 time=21.2 ms
64 bytes from 10.0.2.22: icmp_seq=569 ttl=63 time=14.3 ms
64 bytes from 10.0.2.22: icmp_seq=570 ttl=63 time=17.6 ms
64 bytes from 10.0.2.22: icmp_seq=571 ttl=63 time=19.5 ms
64 bytes from 10.0.2.22: icmp_seq=572 ttl=63 time=8.34 ms
64 bytes from 10.0.2.22: icmp_seq=573 ttl=63 time=16.6 ms
64 bytes from 10.0.2.22: icmp_seq=574 ttl=63 time=12.8 ms
64 bytes from 10.0.2.22: icmp_seq=575 ttl=63 time=12.7 ms
64 bytes from 10.0.2.22: icmp_seq=576 ttl=63 time=8.12 ms
64 bytes from 10.0.2.22: icmp_seq=577 ttl=63 time=10.4 ms
64 bytes from 10.0.2.22: icmp_seq=578 ttl=63 time=7.08 ms
64 bytes from 10.0.2.22: icmp_seq=579 ttl=63 time=9.20 ms
64 bytes from 10.0.2.22: icmp_seq=580 ttl=63 time=9.42 ms
64 bytes from 10.0.2.22: icmp_seq=581 ttl=63 time=10.0 ms
64 bytes from 10.0.2.22: icmp_seq=582 ttl=63 time=7.93 ms
64 bytes from 10.0.2.22: icmp_seq=583 ttl=63 time=8.56 ms
64 bytes from 10.0.2.22: icmp_seq=584 ttl=63 time=9.45 ms
64 bytes from 10.0.2.22: icmp_seq=585 ttl=63 time=8.34 ms
64 bytes from 10.0.2.22: icmp_seq=586 ttl=63 time=7.30 ms
64 bytes from 10.0.2.22: icmp_seq=587 ttl=63 time=8.11 ms
64 bytes from 10.0.2.22: icmp_seq=588 ttl=63 time=7.26 ms
64 bytes from 10.0.2.22: icmp_seq=589 ttl=63 time=9.77 ms
64 bytes from 10.0.2.22: icmp_seq=590 ttl=63 time=5.31 ms
64 bytes from 10.0.2.22: icmp_seq=591 ttl=63 time=5.61 ms
64 bytes from 10.0.2.22: icmp_seq=592 ttl=63 time=3.08 ms
64 bytes from 10.0.2.22: icmp_seq=593 ttl=63 time=8.76 ms
64 bytes from 10.0.2.22: icmp_seq=594 ttl=63 time=9.83 ms
